,0
1367,247175.79448670382
1368,243992.34546910384
1369,212647.94583973705
1370,193890.18090890764
1371,238947.7872474963
1372,296905.3201914226
1373,219404.3001081057
1374,223052.39246154606
1375,216548.9872629537
1376,157148.40428558207
1377,129927.6148614145
1378,184092.96187394566
1379,190144.11170337393
1380,209607.9431366465
1381,230633.57239689335
1382,164937.408341126
1383,177467.2803472679
1384,111858.13474797286
1385,212653.93320099308
1386,200543.20349021023
1387,225176.39183823246
1388,204930.76403598805
1389,287692.1473994013
1390,230301.14157036884
1391,235045.254445782
1392,233812.1328344146
1393,159850.80574421547
1394,210349.43225137732
1395,203196.04512626067
1396,203114.5290446224
1397,215070.51197688695
1398,99868.29260673447
1399,146047.3440652548
1400,124965.20124612917
1401,223689.1008798777
1402,139901.04675114842
1403,262846.53769515344
1404,132694.63272892832
1405,166635.1562682426
1406,107976.56417237729
1407,115467.13161773654
1408,99391.34874705016
1409,109592.50568127341
1410,66065.16574952414
1411,12385.317747706315
1412,89739.77199539708
1413,177914.77267747992
1414,117983.57525971145
1415,189570.3147145037
1416,135606.95752467742
1417,146863.919343148
1418,128305.19504771783
1419,116209.37546324605
1420,113157.3656467043
1421,164938.9843108022
1422,199388.39736888575
1423,192295.40880685285
1424,170914.65326731355
1425,222375.3847501052
1426,108230.16456954103
1427,152025.14013620137
1428,44895.43937198346
1429,84197.27742601762
1430,149351.44986832156
1431,37268.22333552176
1432,91246.60535704868
1433,43232.064252362296
1434,320745.761285082
1435,272749.5831410639
1436,226011.72510842758
1437,150024.69603092715
1438,234768.18892691552
1439,148918.7006919529
1440,249271.3835669182
1441,216531.8986208281
1442,322449.2802401456
1443,348860.1354042018
1444,71757.96711650147
1445,203650.97460561793
1446,109404.84032168938
1447,124252.90769219166
1448,144173.47937126036
1449,75803.73284729739
1450,59560.87835170195
1451,164151.07796660386
1452,59257.61351155711
1453,60214.062157935405
1454,73186.04019763367
1455,60228.064081282064
1456,143662.33304422133
1457,115297.31625418935
1458,242815.1658499387
